listing_id,date,city,district,rooms,area_sqm,floor,total_floors,has_elevator,year_built,distance_center_km,postal_code,price_sqm,price_total
529030,2025-08-18,Warszawa,Zoliborz,1.0,43.8,11.0,14.0,1.0,1961.0,3.74,64-551,10062,440723
253271,2025-07-16,Lodz,Gorny,1.0,65.3,5.0,6.0,1.0,,12.36,54-958,3500,228550
199278,2024-02-22,Warszawa,Bielany,4.0,117.9,7.0,4.0,0.0,1971.0,5.41,27-644,6702,790179
372482,2024-04-25,Krakow,Nowa Huta,2.0,49.1,1.0,10.0,1.0,1991.0,6.39,15-437,5534,271726
466791,2023-11-01,Krakow,Czyzyny,5.0,89.3,14.0,13.0,1.0,1967.0,5.55,41-494,6514,581675
211069,2024-04-30,Warszawa,Bielany,5.0,75.6,8.0,11.0,1.0,2014.0,7.16,42-442,6577,497259
155351,2024-12-14,Krakow,Czyzyny,5.0,76.2,12.0,6.0,1.0,2020.0,0.93,79-320,11052,842155
427282,2025-08-06,Krakow,Nowa Huta,3.0,69.5,1.0,8.0,1.0,1962.0,4.08,27-491,6662,463020
300769,2024-11-13,Krakow,Czyzyny,2.0,62.7,9.0,13.0,1.0,1961.0,3.51,19-697,7123,446602
397892,2025-08-03,Wroclaw,Biskupin,5.0,84.0,8.0,13.0,1.0,1990.0,0.32,79-798,9650,810580
463780,2024-10-18,Wroclaw,Biskupin,4.0,73.3,4.0,17.0,,2000.0,9.93,58-170,4489,329070
288333,2025-06-04,Warszawa,Bielany,3.0,67.6,3.0,10.0,1.0,2011.0,1.72,77-812,12290,830789
424583,2023-11-06,Wroclaw,Stare Miasto,1.0,81.7,14.0,6.0,1.0,1955.0,10.35,75-473,5254,429253
734688,2025-09-06,Poznan,Grunwald,5.0,94.3,9.0,10.0,1.0,1986.0,2.9,10-618,6909,651524
311490,2024-07-20,Gdansk,Osowa,2.0,85.4,2.0,11.0,1.0,1969.0,4.05,75-275,5788,494286
229600,2025-01-23,Wroclaw,Oltaszyn,4.0,90.8,10.0,15.0,1.0,1961.0,11.8,76-487,3521,319725
734141,2024-03-31,Warszawa,Wola,3.0,92.7,14.0,11.0,1.0,2010.0,3.18,53-863,13072,1211731
303213,2025-08-04,Gdansk,Srodmiescie,5.0,127.0,8.0,8.0,1.0,1977.0,10.42,39-995,5052,641667
15309,2024-09-18,Krakow,Stare Miasto,2.0,38.0,,17.0,1.0,2004.0,4.6,66-166,9666,367319
63851,2024-12-05,Warszawa,Bielany,5.0,,0.0,13.0,1.0,2018.0,4.11,53-204,8450,918542
647481,2025-08-13,Krakow,Stare Miasto,4.0,94.7,10.0,12.0,1.0,2009.0,7.26,82-644,7238,685432
139555,2025-04-21,Warszawa,Zoliborz,4.0,97.7,10.0,7.0,1.0,,8.59,83-318,7771,759179
159927,2025-02-09,Wroclaw,Srodmiescie,5.0,93.6,,12.0,1.0,1990.0,10.11,50-601,4423,413987
353860,2024-09-10,Wroclaw,Psie Pole,2.0,53.6,3.0,14.0,1.0,1967.0,11.09,34-785,3500,187600
169507,2025-07-02,Krakow,Nowa Huta,5.0,99.4,0.0,7.0,1.0,2011.0,2.87,26-524,7512,746685
44781,2024-10-07,Krakow,Bronowice,3.0,77.8,3.0,16.0,1.0,1998.0,1.2,17-575,9756,759017
211407,2024-05-03,Poznan,Jezyce,2.0,67.3,14.0,16.0,1.0,1984.0,8.07,49-286,4597,309373
42013,2024-02-14,Poznan,Winogrady,4.0,91.0,3.0,5.0,1.0,,14.73,34-384,3500,318500
152624,2024-04-24,Krakow,Podgorze,5.0,95.9,5.0,4.0,0.0,1970.0,8.63,34-895,4754,455872
376263,2024-04-23,Warszawa,Wola,3.0,72.1,6.0,15.0,0.0,1955.0,3.72,52-631,9957,717912
220300,2024-07-17,Gdansk,Przymorze,5.0,88.9,12.0,5.0,1.0,,3.96,92-111,7906,702825
345141,2025-03-30,Warszawa,Bemowo,5.0,,8.0,8.0,0.0,,11.76,88-142,3968,495981
451215,2025-02-20,Poznan,Wilda,4.0,87.1,2.0,17.0,0.0,2002.0,3.35,90-387,6193,539390
5516,2025-02-27,Gdansk,Oliwa,5.0,110.5,,8.0,1.0,2012.0,15.91,52-796,3500,386750
343362,2024-03-22,Krakow,Krowodrza,5.0,96.5,4.0,7.0,1.0,1973.0,2.12,39-149,10948,1056459
279798,2025-05-17,Warszawa,Ursus,2.0,61.8,3.0,12.0,1.0,1986.0,2.84,47-876,9736,601669
14437,2025-08-13,Krakow,Stare Miasto,1.0,62.2,4.0,17.0,1.0,1980.0,15.63,41-759,3900,242562
729566,2023-11-11,Krakow,Zwierzyniec,2.0,87.9,9.0,11.0,1.0,1964.0,15.36,62-410,3500,307650
330278,2025-04-15,Lodz,Karolew,1.0,77.2,10.0,14.0,1.0,2004.0,1.29,45-998,6283,485042
236771,2025-06-21,Warszawa,Bielany,4.0,80.9,7.0,12.0,1.0,1985.0,4.41,69-512,8661,700675
654838,2024-02-19,Warszawa,Wola,5.0,52.1,8.0,9.0,1.0,1983.0,4.17,77-323,11070,576727
731487,2024-06-28,Krakow,Nowa Huta,1.0,63.5,10.0,9.0,1.0,1961.0,1.17,11-811,7592,482101
137465,2024-06-25,Krakow,Zwierzyniec,3.0,87.4,9.0,14.0,1.0,1986.0,5.98,17-489,7288,636961
338776,2024-09-12,Poznan,Nowe Miasto,2.0,88.2,9.0,17.0,1.0,2010.0,3.95,73-453,5370,473657
353619,2024-05-29,Wroclaw,Krzyki,5.0,96.4,8.0,11.0,1.0,,9.54,54-303,4792,461947
242327,2024-12-18,Lodz,Widzew,2.0,51.2,10.0,7.0,1.0,2009.0,13.26,26-550,3500,179200
65539,2024-06-03,Warszawa,Zoliborz,4.0,78.7,11.0,4.0,0.0,2006.0,5.03,75-247,8715,685878
587355,2025-04-21,Warszawa,Srodmiescie,4.0,74.1,5.0,4.0,0.0,1990.0,13.37,48-805,4609,341507
124359,2024-01-26,Lodz,Baluty,,79.9,1.0,14.0,1.0,1975.0,5.18,24-649,3780,302001
559219,2025-08-13,Krakow,Pradnik,2.0,77.8,11.0,13.0,1.0,2007.0,7.01,17-367,5650,439574
111335,2024-05-31,Krakow,Nowa Huta,2.0,44.7,6.0,10.0,1.0,1976.0,6.76,46-948,5638,252006
115137,2024-06-17,Warszawa,Srodmiescie,2.0,95.2,12.0,12.0,0.0,1974.0,9.23,94-381,6946,661235
135650,2023-10-27,Krakow,Czyzyny,4.0,94.9,6.0,16.0,1.0,1988.0,8.27,39-417,5414,513814
139794,2024-01-18,Poznan,Naramowice,4.0,86.8,15.0,15.0,1.0,1955.0,12.13,98-412,3500,303800
379933,2024-03-14,Poznan,Stare Miasto,2.0,68.5,11.0,15.0,1.0,1985.0,2.28,60-964,7792,533742
7185,2024-03-22,Wroclaw,Krzyki,2.0,58.6,6.0,14.0,1.0,2001.0,5.65,24-887,6563,384604
58602,2023-10-24,Warszawa,Bielany,1.0,81.5,10.0,17.0,1.0,2023.0,2.32,95-150,10693,871441
744515,2024-08-17,Warszawa,Ursynow,2.0,86.4,13.0,4.0,0.0,1988.0,19.72,66-733,3500,302400
479491,2025-03-20,Poznan,Grunwald,1.0,72.2,4.0,13.0,1.0,1980.0,2.84,49-789,6623,478185
444998,2023-11-27,Wroclaw,Biskupin,5.0,,,7.0,1.0,1980.0,9.39,73-802,4716,326841
279791,2023-10-11,Krakow,Stare Miasto,3.0,77.3,1.0,,1.0,1972.0,3.9,83-345,9893,764722
437310,2025-05-26,Gdansk,Oliwa,4.0,86.0,15.0,10.0,1.0,1961.0,3.85,73-388,8795,756369
57145,2024-11-22,Poznan,Winogrady,4.0,83.7,11.0,7.0,1.0,2020.0,7.99,68-503,4734,396223
415292,2025-01-06,Krakow,Pradnik,5.0,101.0,2.0,12.0,1.0,1958.0,16.87,21-302,3500,353500
290459,2024-06-03,Warszawa,Zoliborz,4.0,120.4,4.0,10.0,1.0,1987.0,10.4,55-578,6021,724877
452554,2024-07-20,Krakow,Krowodrza,2.0,66.3,4.0,15.0,0.0,1972.0,6.73,65-293,6856,454558
273965,2024-08-08,Warszawa,Praga,1.0,64.9,6.0,16.0,0.0,2012.0,6.74,93-293,6970,452348
32450,2024-08-17,Poznan,Rataje,5.0,55.8,3.0,14.0,1.0,2014.0,1.31,91-596,7841,437537
528896,2025-07-29,Warszawa,Zoliborz,2.0,76.6,,11.0,1.0,1966.0,3.98,53-629,9584,734147
344669,2023-10-18,Poznan,Grunwald,3.0,97.5,15.0,,1.0,1970.0,17.48,21-665,3500,341250
581511,2024-10-19,Poznan,Nowe Miasto,4.0,93.1,13.0,8.0,1.0,1990.0,1.84,55-889,7489,697199
655692,2024-03-27,Krakow,Czyzyny,3.0,93.4,12.0,13.0,1.0,2019.0,12.6,59-263,3924,366488
494095,2024-10-11,Poznan,Stare Miasto,5.0,87.0,10.0,8.0,1.0,1963.0,,71-836,8344,725959
755920,2025-07-11,Lodz,Srodmiescie,4.0,109.5,3.0,15.0,1.0,2014.0,4.57,77-216,5938,650195
707098,2024-10-14,Gdansk,Wrzeszcz,1.0,55.9,15.0,15.0,1.0,1981.0,2.55,11-348,9476,529704
304089,2024-10-20,Krakow,Podgorze,2.0,66.5,2.0,,0.0,1983.0,11.79,75-128,3549,236041
309880,2025-01-31,Warszawa,Wola,4.0,46.9,7.0,4.0,0.0,1997.0,2.97,42-478,11506,539628
238087,2024-06-23,Warszawa,Mokotow,4.0,73.6,15.0,11.0,0.0,2018.0,7.93,43-242,7033,517621
107413,2023-11-28,Lodz,Teofilow,4.0,117.7,6.0,16.0,1.0,1974.0,4.89,40-993,3985,469021
520693,2024-01-25,Warszawa,Bielany,1.0,55.4,6.0,5.0,1.0,1968.0,7.32,94-794,6775,375339
447500,2023-12-03,Krakow,Stare Miasto,1.0,,6.0,5.0,1.0,1980.0,8.84,74-729,5964,379308
646404,2025-07-31,Poznan,Naramowice,2.0,79.3,10.0,4.0,0.0,1993.0,5.27,73-544,4547,360585
56176,2024-09-14,Gdansk,Wrzeszcz,1.0,73.1,4.0,10.0,0.0,1966.0,7.0,61-187,5953,435143
371736,2024-01-22,Gdansk,Orunia,,97.9,0.0,14.0,1.0,2007.0,8.74,97-977,4322,423110
294698,2025-04-15,Warszawa,Zoliborz,3.0,50.5,14.0,16.0,1.0,1993.0,5.26,42-477,9140,461591
131249,2025-09-21,Poznan,Rataje,4.0,138.8,14.0,7.0,1.0,,14.0,26-751,3500,485800
204224,2024-04-30,Warszawa,Bemowo,5.0,101.5,14.0,6.0,1.0,1973.0,,48-895,4475,454184
607449,2025-03-23,Warszawa,Targowek,3.0,93.0,4.0,9.0,1.0,1964.0,1.85,24-343,8905,828127
173097,2024-05-21,Warszawa,Targowek,2.0,79.4,14.0,17.0,1.0,1996.0,4.32,67-891,8079,641492
606542,2024-12-07,Gdansk,Osowa,5.0,119.9,15.0,5.0,1.0,2006.0,1.61,31-714,8231,986841
31158,2024-12-04,Lodz,Teofilow,2.0,67.1,13.0,5.0,0.0,1968.0,2.91,58-960,3835,257320
705325,2024-11-12,Gdansk,Orunia,5.0,76.1,9.0,14.0,1.0,2020.0,1.48,66-392,7365,560498
643680,2024-03-06,Poznan,Wilda,5.0,84.0,1.0,6.0,1.0,1994.0,5.09,74-923,5631,472999
15003,2024-11-25,Poznan,Winogrady,3.0,52.9,7.0,4.0,0.0,2011.0,2.25,79-715,6377,337362
418724,2024-05-09,Warszawa,Srodmiescie,4.0,99.1,7.0,10.0,1.0,1978.0,0.32,78-165,16322,1617514
750450,2024-09-06,Krakow,Nowa Huta,5.0,60.3,1.0,16.0,1.0,1958.0,7.4,95-348,4663,281162
411331,2023-11-19,Wroclaw,Biskupin,1.0,63.7,14.0,5.0,1.0,2009.0,10.13,98-396,5084,323835
264301,2025-06-01,Warszawa,Zoliborz,4.0,117.8,2.0,13.0,1.0,2019.0,3.38,47-664,11146,1312981
397729,2024-10-29,Poznan,Naramowice,3.0,71.0,0.0,10.0,0.0,1966.0,6.43,72-782,4724,335435
154563,2023-10-12,Krakow,Stare Miasto,3.0,122.0,5.0,4.0,0.0,1989.0,0.91,85-791,9747,1189153
188692,2024-02-28,Krakow,Nowa Huta,2.0,42.2,13.0,12.0,1.0,1964.0,1.07,63-456,8888,375084
623439,2024-12-22,Poznan,Wilda,4.0,73.3,2.0,8.0,1.0,,3.47,17-102,6347,465249
506768,2025-01-11,Warszawa,Bemowo,4.0,55.6,14.0,13.0,1.0,1972.0,11.31,37-128,5063,281507
637424,2025-04-26,Warszawa,Srodmiescie,2.0,70.0,2.0,17.0,1.0,1999.0,3.33,68-706,12782,894723
112685,2025-04-15,Krakow,Krowodrza,3.0,101.3,12.0,8.0,1.0,1957.0,0.95,65-236,10833,1097369
494988,2025-02-22,Wroclaw,Psie Pole,5.0,76.8,4.0,13.0,1.0,1976.0,0.37,82-773,6723,516300
701232,2025-01-25,Wroclaw,Srodmiescie,1.0,94.0,15.0,12.0,1.0,1981.0,,81-926,5063,475938
438507,2024-10-09,Warszawa,Srodmiescie,5.0,88.7,7.0,17.0,1.0,1983.0,0.5,65-539,15368,1363133
159216,2024-08-09,Gdansk,Chelm,3.0,94.3,8.0,15.0,1.0,2018.0,14.76,73-688,3500,330050
750108,2024-05-12,Wroclaw,Oltaszyn,4.0,74.6,11.0,17.0,1.0,1995.0,2.55,71-351,7320,546104
463096,2024-06-09,Wroclaw,Krzyki,4.0,128.2,6.0,17.0,1.0,1997.0,6.3,87-769,5850,750012
228274,2024-10-28,Gdansk,Wrzeszcz,3.0,90.2,4.0,7.0,1.0,2004.0,6.68,63-855,6516,587762
660602,2023-12-06,Warszawa,Wola,2.0,84.2,9.0,9.0,1.0,1966.0,8.66,13-143,6845,576317
615407,2025-09-16,Warszawa,Ursynow,1.0,78.3,14.0,7.0,0.0,1969.0,10.83,53-825,5076,397459
161918,2024-04-08,Wroclaw,Oltaszyn,2.0,71.6,3.0,16.0,1.0,2012.0,1.54,92-979,7765,555984
463203,2024-08-17,Lodz,Gorny,4.0,76.4,13.0,17.0,1.0,2003.0,0.2,56-630,7313,558723
598958,2025-04-20,Krakow,Pradnik,3.0,78.4,14.0,4.0,0.0,1993.0,7.15,71-220,4311,337988
208913,2024-10-28,Krakow,Podgorze,2.0,56.3,3.0,6.0,0.0,1965.0,5.16,10-700,5933,334007
431680,2024-10-19,Poznan,Jezyce,3.0,77.0,3.0,12.0,1.0,1959.0,11.66,71-372,3500,269500
540817,2024-08-06,Krakow,Zwierzyniec,2.0,65.3,0.0,16.0,1.0,1989.0,8.67,47-531,6006,392215
112249,2023-12-29,Lodz,Retkinia,4.0,53.2,11.0,9.0,1.0,1992.0,3.34,86-364,5455,290213
334269,2024-08-06,Gdansk,Osowa,5.0,87.6,2.0,4.0,0.0,1989.0,1.94,55-713,6366,557626
263954,2024-01-31,Poznan,Winogrady,2.0,110.5,1.0,5.0,1.0,,8.06,59-897,3880,428699
328421,2025-08-17,Krakow,Nowa Huta,4.0,63.4,7.0,13.0,1.0,2023.0,1.64,14-403,8022,508578
555673,2025-05-14,Wroclaw,Oltaszyn,4.0,77.9,2.0,17.0,1.0,1999.0,8.78,73-732,4309,335706
126895,2025-02-23,Wroclaw,Fabryczna,2.0,87.2,2.0,11.0,1.0,,2.27,85-774,7878,686939
295852,2025-04-14,Warszawa,Ursus,1.0,47.1,11.0,4.0,0.0,2004.0,2.58,54-564,8312,391498
4960,2025-08-26,Poznan,Jezyce,1.0,46.9,3.0,13.0,1.0,1983.0,6.95,28-389,4743,222432
372104,2025-02-08,Poznan,Wilda,,84.5,11.0,10.0,1.0,1963.0,5.39,30-619,4813,406668
590713,2024-11-10,Poznan,Grunwald,4.0,118.0,1.0,9.0,1.0,2023.0,2.09,37-910,7459,880134
46778,2024-08-10,Poznan,Wilda,4.0,109.5,6.0,17.0,1.0,2004.0,17.23,57-122,3500,383250
86672,2024-04-17,Krakow,Nowa Huta,5.0,113.0,0.0,12.0,1.0,2017.0,1.57,71-390,7846,886564
624749,2023-12-10,Warszawa,Ursynow,3.0,83.7,15.0,6.0,1.0,1991.0,5.76,88-127,10214,854930
513765,2024-10-07,Krakow,Krowodrza,1.0,96.5,7.0,14.0,1.0,2006.0,8.71,20-343,5923,571591
239956,2023-11-15,Wroclaw,Srodmiescie,4.0,105.1,7.0,4.0,0.0,1970.0,9.57,36-138,4741,498250
462544,2025-08-05,Poznan,Stare Miasto,3.0,48.9,4.0,4.0,0.0,2021.0,3.05,30-322,8126,397345
51319,2024-05-30,Wroclaw,Biskupin,5.0,112.3,4.0,15.0,1.0,1994.0,1.54,23-704,7519,844425
413785,2023-11-15,Gdansk,Srodmiescie,1.0,,11.0,4.0,0.0,2010.0,7.11,22-308,6086,474697
665114,2024-01-08,Warszawa,Zoliborz,4.0,47.5,14.0,14.0,1.0,2008.0,6.66,75-420,8156,387425
200610,2024-03-01,Warszawa,Zoliborz,3.0,99.0,3.0,16.0,1.0,1986.0,11.35,67-860,5064,501373
279884,2025-04-01,Lodz,Gorny,2.0,49.5,10.0,10.0,1.0,1995.0,1.84,42-133,6810,337075
654931,2025-09-23,Warszawa,Mokotow,4.0,79.8,14.0,15.0,1.0,,2.19,73-380,12880,1027836
272393,2024-04-28,Gdansk,Srodmiescie,1.0,50.3,1.0,8.0,1.0,1975.0,10.03,62-627,5158,259459
254369,2024-12-29,Wroclaw,Krzyki,5.0,,2.0,5.0,1.0,1994.0,6.33,72-591,5982,442047
474273,2024-04-23,Wroclaw,Oporow,3.0,83.3,4.0,17.0,1.0,1962.0,16.35,91-382,3500,291550
468966,2024-01-21,Wroclaw,Oltaszyn,3.0,78.4,15.0,12.0,1.0,1962.0,10.23,84-257,3852,302016
364534,2024-02-28,Warszawa,Wola,1.0,81.8,2.0,6.0,1.0,1970.0,0.69,41-199,12573,1028437
204098,2023-12-28,Lodz,Gorny,3.0,102.3,9.0,4.0,0.0,1964.0,6.34,31-132,3500,358050
352398,2025-04-03,Wroclaw,Psie Pole,1.0,40.6,2.0,9.0,1.0,1975.0,1.49,33-883,6021,244450
195550,2025-06-12,Krakow,Pradnik,2.0,79.0,11.0,5.0,1.0,2020.0,9.57,27-438,5453,430781
161360,2023-12-26,Warszawa,Wola,2.0,66.9,7.0,9.0,,1999.0,11.03,47-261,7277,486841
732914,2025-06-11,Warszawa,Srodmiescie,2.0,78.2,11.0,10.0,1.0,2022.0,1.42,21-632,14405,1126474
423596,2024-12-19,Krakow,Bronowice,4.0,87.1,8.0,16.0,0.0,1957.0,8.1,28-250,4812,419144
339955,2024-09-02,Krakow,Pradnik,5.0,115.5,2.0,6.0,0.0,2008.0,9.45,67-998,4304,497107
27074,2025-04-04,Gdansk,Zaspa,,82.6,8.0,15.0,1.0,1992.0,5.18,70-407,7125,588551
693499,2025-02-28,Wroclaw,Stare Miasto,3.0,95.1,0.0,9.0,1.0,1976.0,7.64,64-220,6061,576409
686461,2024-12-11,Gdansk,Przymorze,2.0,63.3,11.0,,1.0,1973.0,4.02,16-143,7068,447407
775017,2025-03-08,Poznan,Winogrady,5.0,123.2,3.0,10.0,1.0,1999.0,6.38,82-888,4947,609477
436546,2023-11-10,Gdansk,Wrzeszcz,5.0,86.7,10.0,13.0,1.0,,7.45,56-479,6131,531551
219841,2025-01-03,Krakow,Bronowice,1.0,77.8,7.0,11.0,1.0,1967.0,8.61,30-699,5737,446302
318596,2025-09-08,Warszawa,Praga,1.0,84.8,10.0,4.0,0.0,1962.0,,74-640,5108,433195
673194,2025-02-06,Gdansk,Osowa,5.0,106.2,13.0,7.0,1.0,1961.0,,51-116,7671,814616
599658,2025-07-29,Wroclaw,Stare Miasto,5.0,82.8,6.0,5.0,1.0,2022.0,3.03,16-535,9694,802658
587453,2025-08-01,Warszawa,Ursynow,3.0,97.1,8.0,7.0,1.0,2004.0,12.75,53-916,5175,502516
601067,2025-04-16,Warszawa,Bielany,4.0,102.3,0.0,4.0,0.0,2014.0,25.7,26-944,3500,358050
251154,2025-01-23,Krakow,Zwierzyniec,5.0,87.1,9.0,12.0,1.0,2013.0,3.69,68-558,9099,792556
88678,2025-03-23,Krakow,Czyzyny,1.0,83.6,6.0,9.0,1.0,1961.0,5.51,28-172,6033,504388
450888,2024-04-10,Poznan,Rataje,3.0,79.8,6.0,14.0,1.0,2003.0,8.87,97-156,3824,305117
396981,2023-12-20,Warszawa,Ursynow,1.0,62.5,3.0,,1.0,1985.0,4.23,60-236,8626,539105
219385,2025-07-20,Poznan,Naramowice,5.0,139.6,10.0,4.0,0.0,2010.0,3.56,17-436,5251,732984
578212,2024-03-06,Warszawa,Bielany,1.0,73.5,15.0,13.0,1.0,1961.0,0.88,10-195,12101,889419
472039,2024-12-19,Poznan,Stare Miasto,4.0,87.1,5.0,12.0,1.0,2020.0,0.79,54-994,10370,903264
644228,2024-04-30,Warszawa,Bemowo,5.0,121.5,2.0,9.0,1.0,2008.0,3.93,10-293,8243,1001584
563008,2025-06-30,Gdansk,Osowa,4.0,65.1,8.0,4.0,0.0,2006.0,1.67,75-281,7456,485397
605537,2025-03-03,Gdansk,Przymorze,4.0,56.8,3.0,7.0,1.0,1972.0,6.34,43-465,6603,375045
448510,2023-12-10,Poznan,Stare Miasto,2.0,74.0,3.0,17.0,1.0,,7.88,22-416,5368,397198
126052,2025-09-20,Gdansk,Orunia,3.0,75.6,7.0,12.0,1.0,,3.43,15-375,6261,473295
582490,2025-07-05,Wroclaw,Biskupin,5.0,119.6,6.0,12.0,1.0,1994.0,5.02,39-748,6131,733305
775374,2024-03-10,Krakow,Bronowice,1.0,67.5,3.0,10.0,1.0,1985.0,27.31,73-980,3500,236250
777134,2024-12-09,Poznan,Stare Miasto,4.0,52.9,1.0,11.0,1.0,2020.0,6.57,90-883,6347,335731
609567,2024-03-01,Warszawa,Ursus,3.0,70.9,1.0,10.0,1.0,1976.0,4.48,77-821,8274,586630
728790,2025-01-03,Gdansk,Chelm,3.0,,4.0,4.0,0.0,1987.0,4.77,91-192,5561,414836
586471,2025-05-25,Poznan,Rataje,2.0,57.6,0.0,8.0,0.0,2023.0,3.05,68-292,6702,386008
243012,2024-07-06,Gdansk,Chelm,5.0,95.3,8.0,5.0,1.0,2021.0,3.35,94-679,7214,687481
334869,2025-06-03,Warszawa,Targowek,5.0,80.8,15.0,4.0,0.0,,3.8,93-542,5624,454393
537236,2025-01-15,Lodz,Teofilow,5.0,115.7,10.0,8.0,1.0,2002.0,7.97,66-947,3500,404950
587251,2025-07-12,Gdansk,Zaspa,2.0,78.8,7.0,17.0,1.0,1989.0,3.16,46-480,7878,620749
41578,2025-09-20,Krakow,Zwierzyniec,3.0,77.7,5.0,10.0,0.0,1985.0,0.88,85-640,10850,843035
474222,2023-12-22,Gdansk,Orunia,1.0,51.6,12.0,16.0,1.0,1978.0,4.85,76-158,5909,304914
776053,2025-05-26,Krakow,Krowodrza,2.0,88.7,5.0,7.0,1.0,1992.0,3.95,45-706,9456,838744
457526,2025-03-15,Wroclaw,Psie Pole,4.0,120.5,14.0,15.0,1.0,1988.0,11.2,36-479,3523,424522
46299,2025-03-07,Poznan,Stare Miasto,3.0,86.7,0.0,9.0,1.0,1993.0,8.91,76-321,4910,425654
634241,2025-02-11,Poznan,Grunwald,1.0,62.3,2.0,11.0,1.0,,14.74,62-852,3500,218050
551057,2024-06-27,Poznan,Grunwald,1.0,71.6,13.0,17.0,1.0,2014.0,1.42,93-843,7743,554431
127812,2024-06-30,Warszawa,Ursus,,107.5,6.0,11.0,1.0,1977.0,8.39,74-262,5652,607612
41020,2024-06-02,Warszawa,Ursynow,5.0,95.4,15.0,15.0,1.0,2013.0,4.54,92-126,9965,950672
731700,2025-01-22,Poznan,Wilda,5.0,82.9,15.0,11.0,1.0,1984.0,5.39,54-153,5462,452800
559127,2024-03-02,Krakow,Stare Miasto,5.0,,11.0,6.0,1.0,2021.0,17.76,22-862,3542,513894
86795,2023-12-12,Gdansk,Chelm,5.0,110.3,11.0,8.0,1.0,1995.0,3.17,73-975,7801,860424
51773,2024-01-23,Krakow,Bronowice,3.0,107.2,2.0,5.0,1.0,2018.0,10.77,16-676,4606,493797
635146,2024-05-22,Poznan,Wilda,4.0,108.1,4.0,7.0,0.0,2006.0,3.93,48-827,5838,631096
715739,2025-02-25,Gdansk,Srodmiescie,4.0,77.8,10.0,7.0,1.0,1999.0,1.09,12-385,11394,886483
148400,2025-02-11,Lodz,Karolew,1.0,81.9,8.0,11.0,1.0,,5.71,49-191,4300,352150
757810,2025-07-27,Wroclaw,Fabryczna,1.0,52.9,10.0,5.0,1.0,1984.0,2.49,62-579,7461,394688
447801,2024-03-04,Lodz,Widzew,4.0,77.4,5.0,6.0,1.0,1992.0,11.94,64-514,3500,270900
261302,2023-11-09,Wroclaw,Stare Miasto,1.0,61.1,12.0,13.0,1.0,2010.0,16.96,30-989,3500,213850
637075,2024-11-19,Wroclaw,Psie Pole,4.0,85.3,9.0,4.0,0.0,,3.19,47-411,5528,471524
620142,2024-07-18,Krakow,Czyzyny,,73.5,8.0,4.0,,,6.27,20-599,5273,387597
391307,2025-09-01,Krakow,Nowa Huta,1.0,75.0,12.0,15.0,1.0,1989.0,2.75,12-709,7492,561874
386989,2025-07-02,Poznan,Grunwald,2.0,80.0,9.0,8.0,1.0,,6.36,26-916,4600,367990
721229,2025-04-15,Poznan,Nowe Miasto,1.0,81.2,13.0,12.0,1.0,2013.0,4.64,26-458,5821,472698
553155,2025-03-11,Warszawa,Srodmiescie,1.0,83.4,8.0,9.0,1.0,1996.0,5.26,78-451,10787,899663
137840,2024-06-06,Wroclaw,Oporow,4.0,123.6,9.0,13.0,1.0,1986.0,5.95,14-246,5702,704769
198994,2023-10-27,Lodz,Polesie,2.0,88.6,13.0,15.0,0.0,1991.0,8.29,12-257,3500,310100
396362,2025-02-11,Krakow,Czyzyny,4.0,61.6,11.0,16.0,1.0,,9.02,86-868,4916,302837
636787,2025-07-09,Wroclaw,Stare Miasto,4.0,127.1,1.0,7.0,1.0,2017.0,2.44,26-308,8747,1111702
194623,2024-01-08,Poznan,Wilda,5.0,87.8,10.0,6.0,1.0,1975.0,5.77,72-887,5562,488367
443833,2025-03-30,Krakow,Bronowice,3.0,56.6,14.0,13.0,1.0,1986.0,7.26,67-200,6854,387913
618902,2025-05-28,Warszawa,Srodmiescie,4.0,63.6,10.0,8.0,1.0,,3.83,83-621,13779,876324
747480,2025-07-31,Lodz,Gorny,5.0,107.3,3.0,12.0,1.0,2021.0,2.06,80-251,5463,586156
737621,2025-09-11,Krakow,Pradnik,4.0,63.2,5.0,15.0,1.0,1997.0,6.33,95-693,6137,387858
27929,2024-12-27,Gdansk,Chelm,5.0,106.4,4.0,15.0,1.0,1986.0,1.61,73-892,7959,846795
762252,2024-04-16,Gdansk,Chelm,2.0,106.5,13.0,5.0,1.0,2005.0,2.49,16-343,8571,912849
139870,2023-11-13,Wroclaw,Fabryczna,4.0,92.4,14.0,17.0,1.0,2017.0,10.15,22-246,3852,355927
97522,2024-08-13,Poznan,Rataje,3.0,71.0,14.0,9.0,0.0,1955.0,4.96,22-382,4411,313163
334859,2025-09-29,Poznan,Jezyce,3.0,69.6,1.0,7.0,1.0,1966.0,1.86,19-973,5832,405906
70374,2024-12-20,Krakow,Nowa Huta,3.0,54.0,14.0,4.0,0.0,1961.0,1.9,24-642,6089,328781
674798,2025-07-28,Krakow,Nowa Huta,1.0,78.5,,14.0,0.0,1998.0,20.46,48-109,3500,274750
202049,2023-10-12,Poznan,Nowe Miasto,5.0,144.1,11.0,11.0,1.0,2011.0,2.97,94-511,5990,863116
127748,2023-10-23,Warszawa,Ursus,2.0,84.1,5.0,15.0,0.0,1998.0,5.85,86-823,7014,589847
672243,2024-01-16,Poznan,Grunwald,1.0,103.1,8.0,7.0,1.0,1972.0,7.65,36-973,4238,436957
